-2.145000000000000097e-04,6.771070000000000561e-03,-4.841620000000000472e-03
-2.054000000000000324e-04,6.764130000000000142e-03,-4.832220000000000786e-03
-2.373800000000000346e-04,6.774030000000001196e-03,-4.830830000000000367e-03
-2.246000000000000112e-04,6.767870000000001350e-03,-4.839529999999999874e-03
-2.403000000000000134e-04,6.774210000000000995e-03,-4.814380000000000048e-03
-2.142100000000000243e-04,6.773870000000001279e-03,-4.807320000000000343e-03
-1.939600000000000200e-04,6.067930000000000892e-03,-4.140580000000000475e-03
-1.770600000000000158e-04,6.070930000000001291e-03,-4.122579999999999821e-03
-1.582600000000000196e-04,6.072140000000000176e-03,-4.125070000000000646e-03
-1.971600000000000164e-04,6.062120000000000702e-03,-4.119880000000000243e-03
-1.751600000000000238e-04,6.075330000000000313e-03,-4.119270000000000397e-03
-1.591600000000000144e-04,6.073929999999999954e-03,-4.103869999999999914e-03
-3.070699999999999992e-04,3.441880000000000460e-03,-4.043500000000000219e-03
-3.420700000000000368e-04,3.431970000000000767e-03,-4.029450000000000393e-03
-3.176200000000000117e-04,3.438329999999999859e-03,-4.031200000000000408e-03
-3.049700000000000024e-04,3.440879999999999894e-03,-4.039200000000000602e-03
-3.205700000000000563e-04,3.432880000000000133e-03,-4.006000000000000012e-03
-3.064700000000000388e-04,3.443480000000000499e-03,-4.002499999999999981e-03
-1.799600000000000049e-04,5.620800000000000449e-03,-3.785810000000000130e-03
-1.563600000000000276e-04,5.621610000000000842e-03,-3.797910000000000261e-03
-1.728600000000000221e-04,5.625370000000000197e-03,-3.787140000000000471e-03
-1.339200000000000188e-04,5.820220000000000948e-03,-3.784890000000000389e-03
-1.296300000000000176e-04,5.836520000000000423e-03,-3.782690000000000444e-03
-1.079200000000000238e-04,5.834820000000000978e-03,-3.798090000000000060e-03
-1.087300000000000245e-04,5.846520000000000883e-03,-3.796190000000000068e-03
-1.598100000000000030e-04,5.623160000000000311e-03,-3.775610000000000424e-03
-1.765700000000000255e-04,5.636000000000000384e-03,-3.761809999999999980e-03
-1.595100000000000229e-04,5.627609999999999904e-03,-3.771310000000000807e-03
-1.346300000000000036e-04,5.842510000000000411e-03,-3.774889999999999930e-03
-1.789700000000000026e-04,5.643600000000000352e-03,-3.754110000000000173e-03
-1.592200000000000104e-04,5.642310000000001075e-03,-3.751960000000000798e-03
-1.207300000000000045e-04,5.848520000000001148e-03,-3.757590000000000756e-03
-2.720700000000000700e-04,3.584250000000000196e-03,-3.441880000000000460e-03
-4.467600000000000390e-04,3.539840000000000261e-03,-3.434000000000000420e-03
-4.054600000000000109e-04,3.539099999999999885e-03,-3.423499999999999894e-03
-4.465700000000000290e-04,3.548640000000000475e-03,-3.430100000000000163e-03
-4.178600000000000413e-04,3.548600000000000712e-03,-3.433800000000000307e-03
-2.605200000000000332e-04,3.580000000000000716e-03,-3.433080000000000680e-03
-2.835100000000000554e-04,3.588480000000000229e-03,-3.437280000000000890e-03
-2.707800000000000333e-04,3.585850000000000235e-03,-3.429180000000000422e-03
-4.239100000000000528e-04,3.538450000000000276e-03,-3.416400000000000426e-03
-4.077700000000000075e-04,3.544100000000000548e-03,-3.403800000000000662e-03
-2.605300000000000281e-04,3.585099999999999919e-03,-3.410830000000000112e-03
-3.851100000000000313e-04,3.514610000000000477e-03,-3.395600000000000354e-03
-3.601600000000000482e-04,3.516780000000000166e-03,-3.386200000000000234e-03
-3.931600000000000372e-04,3.519100000000000266e-03,-3.368000000000000334e-03
-3.815600000000000263e-04,3.515670000000000253e-03,-3.370730000000000601e-03
-3.656100000000000452e-04,3.515610000000000176e-03,-3.369700000000000646e-03
-3.816600000000000287e-04,3.518509999999999867e-03,-3.354700000000000390e-03
-3.993200000000000460e-04,3.528850000000000042e-03,-3.291750000000000405e-03
-3.806700000000000535e-04,3.528800000000000339e-03,-3.283500000000000394e-03
-3.680700000000000725e-04,3.526210000000000542e-03,-3.298800000000000170e-03
-3.870800000000000412e-04,3.528900000000000179e-03,-3.270200000000000017e-03
-3.693799999999999905e-04,3.527900000000000480e-03,-3.268400000000000732e-03
-3.971800000000000157e-04,3.533690000000000355e-03,-3.257500000000000413e-03
-3.822800000000000330e-04,3.529200000000000132e-03,-3.261200000000000557e-03
-2.717000000000000448e-04,4.236420000000000290e-03,-3.142130000000000357e-03
-2.572000000000000176e-04,4.240630000000000441e-03,-3.143880000000000372e-03
-2.773000000000000183e-04,4.233370000000000188e-03,-3.132680000000000534e-03
-2.791100000000000026e-04,4.232220000000000079e-03,-3.115430000000000629e-03
-2.645100000000000272e-04,4.241670000000000336e-03,-3.110030000000000173e-03
-2.593399999999999937e-04,4.249759999999999996e-03,-3.107160000000000304e-03
-2.504100000000000097e-04,4.249130000000000268e-03,-3.119530000000000566e-03
-3.153399999999999996e-04,3.641500000000000205e-03,-2.995880000000000244e-03
-3.005899999999999935e-04,3.636250000000000593e-03,-2.989130000000000432e-03
-3.410600000000000177e-04,3.646920000000000110e-03,-2.996260000000000156e-03
-3.255900000000000048e-04,3.646470000000000180e-03,-2.991030000000000424e-03
-3.157900000000000377e-04,3.646500000000000435e-03,-2.968030000000000408e-03
-3.085400000000000512e-04,3.646600000000000275e-03,-2.964080000000000447e-03
-3.241399999999999967e-04,3.648640000000000303e-03,-2.953280000000000401e-03
-3.628400000000000158e-04,3.676530000000000336e-03,-2.743780000000000351e-03
-3.243200000000000661e-04,3.669930000000000067e-03,-2.746029999999999999e-03
-3.835700000000000155e-04,3.659460000000000230e-03,-2.733390000000000038e-03
-3.763700000000000032e-04,3.670560000000000662e-03,-2.740890000000000600e-03
-3.633300000000000331e-04,3.679160000000000329e-03,-2.726030000000000380e-03
-3.427600000000000048e-04,3.677020000000000462e-03,-2.731950000000000350e-03
-3.217200000000000029e-04,3.670179999999999883e-03,-2.730930000000000336e-03
-3.044200000000000161e-04,3.666980000000000239e-03,-2.728830000000000231e-03
-3.741300000000000246e-04,3.676610000000000295e-03,-2.707680000000000503e-03
-3.679800000000000106e-04,3.682060000000000020e-03,-2.720680000000000060e-03
-3.237400000000000412e-04,3.673140000000000086e-03,-2.713350000000000223e-03
-3.091200000000000219e-04,3.667679999999999985e-03,-2.711129999999999964e-03
5.320000000000000733e-06,3.415010000000000441e-03,-2.486220000000000357e-03
3.957000000000000231e-05,3.418169999999999889e-03,-2.484759999999999920e-03
5.534000000000000209e-05,3.417640000000000434e-03,-2.498030000000000042e-03
7.027000000000000314e-05,3.417330000000000541e-03,-2.490210000000000080e-03
7.437000000000000793e-05,3.429480000000000375e-03,-2.495559999999999966e-03
4.670000000000001027e-06,3.412550000000000305e-03,-2.475970000000000514e-03
1.489999999999999964e-05,3.412590000000000501e-03,-2.474529999999999959e-03
3.737000000000000304e-05,3.414060000000000011e-03,-2.474060000000000148e-03
5.523999999999999966e-05,3.417139999999999934e-03,-2.470160000000000324e-03
7.172000000000001128e-05,3.414920000000000108e-03,-2.470210000000000461e-03
1.926000000000000194e-05,3.423560000000000839e-03,-2.465760000000000434e-03
5.700000000000000483e-07,3.412550000000000305e-03,-2.459170000000000106e-03
2.636000000000000173e-05,3.420260000000000487e-03,-2.453260000000000510e-03
6.896000000000000383e-05,3.420770000000000494e-03,-2.461360000000000110e-03
1.391000000000000065e-05,3.427330000000000133e-03,-2.450640000000000457e-03
1.501000000000000198e-05,3.428200000000000604e-03,-2.391780000000000034e-03
3.095000000000000013e-05,3.430160000000000240e-03,-2.390160000000000114e-03
4.520000000000000770e-06,3.428180000000000723e-03,-2.374100000000000082e-03
8.750000000000000928e-06,3.431450000000000385e-03,-2.368060000000000390e-03
3.410000000000000216e-05,3.440299999999999869e-03,-2.365760000000000172e-03
4.050000000000000187e-06,3.423550000000000464e-03,-2.361370000000000222e-03
1.717000000000000332e-05,3.436570000000000770e-03,-2.353190000000000229e-03
3.504000000000000333e-05,3.449650000000000719e-03,-2.351460000000000095e-03
-5.438200000000000889e-04,3.679080000000000805e-03,-2.347399999999999921e-03
-5.109100000000000533e-04,3.661590000000000591e-03,-2.331900000000000465e-03
-5.433100000000000819e-04,3.672380000000000696e-03,-2.340300000000000453e-03
-5.182100000000000681e-04,3.665380000000000634e-03,-2.336800000000000422e-03
-5.420200000000000452e-04,3.678530000000000168e-03,-2.307250000000000273e-03
-5.210500000000001155e-04,3.667950000000000550e-03,-2.314130000000000180e-03
6.040000000000000616e-06,3.436639999999999921e-03,-2.236160000000000491e-03
1.994000000000000221e-05,3.440640000000000451e-03,-2.229760000000000335e-03
4.180000000000000637e-06,3.445290000000000158e-03,-2.237860000000000370e-03
1.453000000000000149e-05,3.444140000000000482e-03,-2.230230000000000146e-03
3.153000000000000475e-05,3.443840000000000096e-03,-2.237760000000000096e-03
1.050000000000000111e-05,3.439770000000000414e-03,-2.208600000000000233e-03
8.230000000000000824e-06,3.448029999999999932e-03,-2.204760000000000487e-03
3.353000000000000593e-05,3.447240000000000287e-03,-2.207160000000000111e-03
1.302000000000000240e-05,3.459929999999999950e-03,-2.095360000000000104e-03
